sampleID,sourceFile,sourceFolder,row,col,classFromFolder,classFromMat,rawPeakZ,rawPeakValue,manualLabel,labelText
279,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0380_idx000279.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,380,valid_folder,valid,48,0.013736176,1,Good
280,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0381_idx000280.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,381,valid_folder,valid,48,0.004921189,1,Good
281,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0382_idx000281.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,382,valid_folder,valid,48,0.006528543,1,Good
282,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0383_idx000282.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,383,valid_folder,valid,48,0.035840341,1,Good
283,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0384_idx000283.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,384,valid_folder,valid,48,0.084954629,1,Good
284,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0385_idx000284.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,385,valid_folder,valid,48,0.073887531,1,Good
285,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0386_idx000285.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,386,valid_folder,valid,48,0.009655372,1,Good
286,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0387_idx000286.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,387,valid_folder,valid,48,0.003053432,1,Good
287,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0388_idx000287.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,388,valid_folder,valid,48,0.003196107,1,Good
288,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0389_idx000288.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,389,valid_folder,valid,48,0.010280789,1,Good
289,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0390_idx000289.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,390,valid_folder,valid,48,0.010769097,1,Good
290,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0391_idx000290.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,391,valid_folder,valid,48,0.009335058,1,Good
291,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0392_idx000291.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,392,valid_folder,valid,48,0.004089861,1,Good
292,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0393_idx000292.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,393,valid_folder,valid,48,0.005706925,1,Good
293,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0394_idx000293.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,394,valid_folder,valid,48,0.013187206,1,Good
294,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0395_idx000294.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,395,valid_folder,valid,48,0.021979552,1,Good
295,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0396_idx000295.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,396,valid_folder,valid,48,0.022032028,1,Good
296,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0397_idx000296.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,397,valid_folder,valid,50,0.009591621,1,Good
297,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0398_idx000297.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,398,valid_folder,valid,48,0.011356165,1,Good
298,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0399_idx000298.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,399,valid_folder,valid,48,0.028920686,1,Good
299,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0400_idx000299.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,400,valid_folder,valid,48,0.023102148,1,Good
300,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0401_idx000300.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,432,401,valid_folder,valid,51,0.014503777,1,Good
301,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0377_idx000301.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,377,valid_folder,valid,48,0.112993992,1,Good
302,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0378_idx000302.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,378,valid_folder,valid,48,0.115098456,1,Good
303,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0379_idx000303.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,379,valid_folder,valid,48,0.062094549,1,Good
304,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0380_idx000304.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,380,valid_folder,valid,48,0.01065179,1,Good
305,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0381_idx000305.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,381,valid_folder,valid,49,0.004096315,1,Good
306,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0382_idx000306.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,382,valid_folder,valid,48,0.004242236,1,Good
307,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0383_idx000307.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,383,valid_folder,valid,48,0.008174074,1,Good
308,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0384_idx000308.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,384,valid_folder,valid,48,0.015418388,1,Good
309,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0385_idx000309.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,385,valid_folder,valid,48,0.014484446,1,Good
310,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0386_idx000310.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,386,valid_folder,valid,48,0.009077847,1,Good
311,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0387_idx000311.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,387,valid_folder,valid,48,0.004877628,1,Good
312,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0388_idx000312.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,388,valid_folder,valid,48,0.004122674,1,Good
313,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0389_idx000313.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,389,valid_folder,valid,48,0.002826871,1,Good
314,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0390_idx000314.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,390,valid_folder,valid,47,0.002498597,1,Good
315,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0391_idx000315.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,391,valid_folder,valid,47,0.005138928,1,Good
316,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0392_idx000316.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,392,valid_folder,valid,49,0.005196711,1,Good
317,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0393_idx000317.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,393,valid_folder,valid,49,0.003724617,1,Good
318,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0394_idx000318.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,394,valid_folder,valid,48,0.003054241,1,Good
319,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0395_idx000319.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,395,valid_folder,valid,48,0.00608285,1,Good
320,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0396_idx000320.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,396,valid_folder,valid,48,0.008210799,1,Good
321,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0397_idx000321.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,397,valid_folder,valid,48,0.007749639,1,Good
322,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0398_idx000322.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,398,valid_folder,valid,48,0.008232028,1,Good
323,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0399_idx000323.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,399,valid_folder,valid,48,0.027005062,1,Good
324,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0400_idx000324.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,400,valid_folder,valid,48,0.023295593,1,Good
325,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0401_idx000325.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,433,401,valid_folder,valid,51,0.007487534,1,Good
326,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0377_idx000326.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,377,valid_folder,valid,48,0.044097178,1,Good
327,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0378_idx000327.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,378,valid_folder,valid,48,0.03563212,1,Good
328,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0379_idx000328.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,379,valid_folder,valid,48,0.01729583,1,Good
329,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0380_idx000329.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,380,valid_folder,valid,48,0.004363211,1,Good
330,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0381_idx000330.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,381,valid_folder,valid,49,0.003748073,1,Good
331,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0382_idx000331.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,382,valid_folder,valid,48,0.003836265,1,Good
332,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0383_idx000332.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,383,valid_folder,valid,49,0.002200223,1,Good
333,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0384_idx000333.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,384,valid_folder,valid,48,0.006616808,1,Good
334,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0385_idx000334.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,385,valid_folder,valid,48,0.012143436,1,Good
335,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0386_idx000335.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,386,valid_folder,valid,48,0.014141323,1,Good
336,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0387_idx000336.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,387,valid_folder,valid,48,0.007029498,1,Good
337,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0388_idx000337.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,388,valid_folder,valid,48,0.005393716,1,Good
338,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0389_idx000338.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,389,valid_folder,valid,48,0.004373372,1,Good
339,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0390_idx000339.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,390,valid_folder,valid,48,0.003120346,1,Good
340,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0391_idx000340.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,391,valid_folder,valid,48,0.01945717,1,Good
341,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0392_idx000341.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,392,valid_folder,valid,48,0.018620924,1,Good
342,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0393_idx000342.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,393,valid_folder,valid,48,0.00826587,1,Good
343,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0394_idx000343.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,394,valid_folder,valid,48,0.00461617,1,Good
344,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0395_idx000344.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,395,valid_folder,valid,48,0.00865046,1,Good
345,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0396_idx000345.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,396,valid_folder,valid,48,0.009857193,1,Good
346,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0397_idx000346.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,397,valid_folder,valid,48,0.013569075,1,Good
347,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0398_idx000347.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,398,valid_folder,valid,48,0.015208113,1,Good
348,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0399_idx000348.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,399,valid_folder,valid,48,0.008581026,1,Good
349,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0400_idx000349.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,400,valid_folder,valid,51,0.02376431,1,Good
350,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0434_c0401_idx000350.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,434,401,valid_folder,valid,51,0.025750771,1,Good
351,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0435_c0377_idx000351.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,435,377,valid_folder,valid,48,0.022234158,1,Good
352,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0435_c0378_idx000352.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,435,378,valid_folder,valid,47,0.005685563,1,Good
353,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0435_c0379_idx000353.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,435,379,valid_folder,valid,48,0.003472423,1,Good
354,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0435_c0380_idx000354.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,435,380,valid_folder,valid,49,0.002108535,1,Good
355,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0435_c0381_idx000355.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,435,381,valid_folder,valid,49,0.003289232,1,Good
