exportIndex,csvRow,sampleID,row,col,matCurveIndex,labelText,manualLabel,className,sourceFile,sourceFolder,classFromFolder,classFromMat,rawPeakZ,reconPeakZ,rawPeakValue,reconPeakValue,RMSE_raw_vs_recon,Corr_raw_vs_recon
252,252,252,431,378,252,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0378_idx000252.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.3915214608131,47.7270036742279,0.0690175912015712,0.0434473422615047,0.00436838623152124,0.938557582818843
253,253,253,431,379,253,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0379_idx000253.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.6221144657797,47.7252323375367,0.0380552594221533,0.0245798339185377,0.00240252535719166,0.941148608634574
254,254,254,431,380,254,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0380_idx000254.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9232349569657,47.9243006103959,0.0190922758029193,0.0107607536700179,0.00120267860449278,0.920436759045186
255,255,255,431,381,255,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0381_idx000255.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9416423753352,47.9434283464052,0.0155174341480182,0.0084207124165094,0.00105148806694617,0.903599638203693
256,256,256,431,382,256,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0382_idx000256.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9276024739724,48.0089394511232,0.0112811216029576,0.00725608958482066,0.000668848785031254,0.944809324389202
257,257,257,431,383,257,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0383_idx000257.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9919063592646,47.9860404187167,0.0868911841101505,0.0455752514955839,0.00579029814815644,0.903891886647347
258,258,258,431,384,258,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0384_idx000258.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0089361740529,48.0286930619081,0.176640639862354,0.085386915469691,0.0126253043158415,0.875296838198768
259,259,259,431,385,259,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0385_idx000259.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0201630506782,48.0480860597249,0.15333627117152,0.0737357324390766,0.0110075438990663,0.873050440066034
260,260,260,431,386,260,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0386_idx000260.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0247539116551,48.0905439270148,0.0174840251315825,0.00804401286595038,0.00129156836862575,0.846009418770818
261,261,261,431,387,261,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0387_idx000261.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0080731482502,48.0764647874776,0.00536373445281921,0.00311049897161006,0.000313634944871038,0.92754307217158
262,262,262,431,388,262,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0388_idx000262.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0631108569006,48.0784429045339,0.00650735599727977,0.00385714601831305,0.000393671463568479,0.930867405325697
263,263,263,431,389,263,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0389_idx000263.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0644873229758,48.1299030546378,0.0171190909280571,0.00823211173015163,0.00122936142509297,0.868078532902646
264,264,264,431,390,264,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0390_idx000264.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0445371185826,48.0997868340077,0.0180673372923184,0.00861519706795875,0.00130484444956906,0.863798757249163
265,265,265,431,391,265,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0391_idx000265.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0226437610782,48.0902053369338,0.0112646817917555,0.00541911655256171,0.00080409846508827,0.86425068270287
266,266,266,431,392,266,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0392_idx000266.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.2591904118556,48.5635677203511,0.00501632000205517,0.00313518543664688,0.000302638187358453,0.937295253910834
267,267,267,431,393,267,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0393_idx000267.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.2533372601844,48.5432759621497,0.0097246750666135,0.00585917817076289,0.000611757947665046,0.930532536371328
268,268,268,431,394,268,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0394_idx000268.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.2022117883664,48.3423308063098,0.0415539186803156,0.021604887829833,0.00298025338752586,0.890037149619041
269,269,269,431,395,269,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0395_idx000269.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.2135502856466,48.3705023977857,0.0717122499638116,0.0364053496005871,0.0053078702345066,0.879549614423722
270,270,270,431,396,270,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0396_idx000270.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.2182516790149,48.4385182654841,0.0647926451037071,0.0336554594267534,0.00464979493848092,0.887760602019546
271,271,271,431,397,271,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0397_idx000271.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.136793592826,49.5247854853822,0.0134579455514382,0.00993564086418974,0.000911404993166086,0.949596011210487
272,272,272,431,398,272,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0398_idx000272.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,50.7145099048712,50.2220949608472,0.0165363743689152,0.0109165991582423,0.00123599313491529,0.923246295815138
273,273,273,431,399,273,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0399_idx000273.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,50.7252582355426,49.5799769600311,0.0209176637874119,0.0150889351241331,0.00153922935841533,0.939709104520861
274,274,274,431,400,274,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0400_idx000274.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,50.7798690663129,50.01719571914,0.0217277557812793,0.0144508676307493,0.00136142000058628,0.946612937048635
275,275,275,431,401,275,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0431_c0401_idx000275.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,50.5211304224683,50.3927649620557,0.0208648427748947,0.0135327181622318,0.00127397150756604,0.94427167966747
276,276,276,432,377,276,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0377_idx000276.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.7593802435862,47.7097942867835,0.102755164640601,0.0568652391722513,0.0072717080465813,0.905170420236708
277,277,277,432,378,277,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0378_idx000277.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.8563655300312,47.752219744525,0.111428997625151,0.056216030142293,0.00794810704234542,0.88457667226523
278,278,278,432,379,278,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0379_idx000278.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.8866121757276,47.8109495880724,0.0699880990155938,0.0360442067168433,0.00481780247110362,0.893937887147198
279,279,279,432,380,279,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0380_idx000279.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0046804084517,48.0145617911373,0.0137363010193175,0.00828839720815813,0.000896892811930819,0.925771843208966
280,280,280,432,381,280,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0381_idx000280.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0757582524575,48.0555995345519,0.00492433995499502,0.00374597209858377,0.000361019958527335,0.935821424180886
281,281,281,432,382,281,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0382_idx000281.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9710315877209,48.0681801134886,0.00653050785414634,0.00428356529438462,0.000375506815359225,0.947109534827925
282,282,282,432,383,282,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0383_idx000282.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9894508319826,47.9617166265653,0.0358431711185594,0.0167249374178989,0.00260136088420558,0.857815386577262
283,283,283,432,384,283,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0384_idx000283.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.033176558025,48.0661028609768,0.0850236092214342,0.0380543241159947,0.0064314621010144,0.841899474416827
284,284,284,432,385,284,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0385_idx000284.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0371066425676,48.0765165373094,0.0739625214190833,0.0330166406833646,0.00562293780374,0.840632962892314
285,285,285,432,386,285,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0386_idx000285.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0101177182329,48.0561773628234,0.00965594782666337,0.00511940744935611,0.000635048218217301,0.901916315139962
286,286,286,432,387,286,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0387_idx000286.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.5400378578417,47.7837218482749,0.00319977556611939,0.00223012444649121,0.000199673514411198,0.943132946287542
287,287,287,432,388,287,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0388_idx000287.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9125656216399,47.9061854416087,0.00320499766353839,0.0020813162812191,0.0001877190421058,0.942952047112004
288,288,288,432,389,288,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0389_idx000288.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0372463028583,48.104158847313,0.0102915545808929,0.00465555880189309,0.000771855424318787,0.835870335860329
289,289,289,432,390,289,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0390_idx000289.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9973884456051,48.004414513643,0.0107691489527344,0.00504415425893246,0.000784555478649474,0.852343990829437
290,290,290,432,391,290,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0391_idx000290.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9944917377989,48.0203423472992,0.0093352511075646,0.0044803376354677,0.000669915277534893,0.861544383611638
291,291,291,432,392,291,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0392_idx000291.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.065495879675,48.3224772010577,0.00410081277737241,0.0022407245364292,0.000266464527879124,0.899468404704442
292,292,292,432,393,292,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0393_idx000292.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.1006062278966,48.3406009023942,0.00574522658864236,0.00297241305605195,0.000391602397379927,0.882096686743861
293,293,293,432,394,293,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0394_idx000293.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0893052298883,48.2342763817732,0.013267244264753,0.00591086981525274,0.0010295790200768,0.825736516627002
294,294,294,432,395,294,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0395_idx000294.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0918836049047,48.2182668058588,0.0221210736277545,0.00970470268397353,0.00174403444103846,0.821293931841871
295,295,295,432,396,295,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0396_idx000295.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0813709957875,48.3286655278687,0.0221406618440486,0.0103646842476696,0.00164655843725973,0.848770166482238
296,296,296,432,397,296,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0397_idx000296.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,50.1172160521007,49.4960079027466,0.0096285761819118,0.00750222291454688,0.00059567387097329,0.961669375637918
297,297,297,432,398,297,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0398_idx000297.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.1033596410299,49.5055686571042,0.0114140290264143,0.00893238391716249,0.000774047654125931,0.954951394533756
298,298,298,432,399,298,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0399_idx000298.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0716842286025,48.6259721142789,0.0290084389751087,0.0168411679201516,0.001871881352905,0.925632103571631
299,299,299,432,400,299,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0400_idx000299.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0975728534991,49.2351774546227,0.023240942151741,0.0141090747105838,0.00175770653185791,0.915530753321669
300,300,300,432,401,300,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0432_c0401_idx000300.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,50.7779383933266,50.5062869027455,0.0147408635475911,0.0101605935981668,0.000829766114554221,0.957677831199239
301,301,301,433,377,301,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0377_idx000301.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.8307529980159,47.7462719717439,0.114842918502421,0.0605145779259069,0.00805655088043154,0.897585210548169
302,302,302,433,378,302,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0378_idx000302.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.8626531011769,47.7860115477288,0.116397714393996,0.0597510177452649,0.00823027083606825,0.890632998297127
303,303,303,433,379,303,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0379_idx000303.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9103276403901,47.8486080823425,0.0624116130437016,0.0311291781259746,0.00439567007937995,0.882845217744209
304,304,304,433,380,304,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0380_idx000304.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0386588280143,48.0460256404993,0.0106574423574716,0.00676069568555584,0.000700376271668472,0.930933631159689
305,305,305,433,381,305,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0381_idx000305.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.6871431083851,48.3132712050772,0.00427098738288845,0.00283419827057211,0.000275818419263221,0.932623143826386
306,306,306,433,382,306,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0382_idx000306.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.2578571952024,48.2976696914286,0.00430897640347406,0.00311328667149191,0.000264364946139133,0.948459729267243
307,307,307,433,383,307,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0383_idx000307.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,47.9720208526803,48.0350389513,0.00817751914168745,0.00462783165012615,0.000506867310631062,0.917452961184831
308,308,308,433,384,308,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0384_idx000308.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.0377101384877,48.1032572169131,0.0154306294102314,0.00845740706579201,0.000970514497041131,0.91582804533901
309,309,309,433,385,309,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat\curve_r0433_c0385_idx000309.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x377_y421_w25_h26_20260626_172115\01_valid_raw_and_ifft\mat,valid_folder,valid,48.1034125612852,48.163396751914,0.0145526630915089,0.00873259835740223,0.000897695293799561,0.934298109273718
